codigo_instituicao,instituicao,codigo_curso,curso,vagas_iniciais,colocados,nota_ultimo_colocado,vagas_sobrantes,ano,fase,taxa_ocupacao,nome_universidade,nome_faculdade,course_id
7220,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,8143,Ortóptica,37.0,31.0,115.1,6.0,2013,1,0.8378378378378378,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,8143_7220
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,8145,Neurofisiologia,20.0,20.0,148.0,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,8145_7230
7015,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,8149,Dietética e Nutrição,36.0,9.0,108.0,27.0,2013,1,0.25,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,8149_7015
7035,Universidade do Algarve - Escola Superior de Saúde,8149,Dietética e Nutrição,25.0,25.0,121.7,0.0,2013,1,1.0,Universidade do Algarve,Escola Superior de Saúde,8149_7035
7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,8149,Dietética e Nutrição,36.0,36.0,133.2,0.0,2013,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,8149_7210
7220,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,8149,Dietética e Nutrição,38.0,38.0,142.7,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,8149_7220
7220,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,8151,Medicina Nuclear,35.0,35.0,142.1,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,8151_7220
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,8151,Medicina Nuclear,20.0,20.0,151.5,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,8151_7230
7035,Universidade do Algarve - Escola Superior de Saúde,8152,Ortoprotesia,23.0,3.0,122.8,20.0,2013,1,0.13043478260869565,Universidade do Algarve,Escola Superior de Saúde,8152_7035
7220,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,8152,Ortoprotesia,33.0,29.0,107.6,4.0,2013,1,0.8787878787878788,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,8152_7220
7220,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,8153,Radioterapia,35.0,35.0,114.8,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,8153_7220
7230,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,8153,Radioterapia,20.0,20.0,136.5,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia da Saúde do Porto,8153_7230
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,8156,Gestão de Actividades Turísticas,40.0,40.0,126.7,0.0,2013,1,1.0,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,8156_3031
0604,Universidade de Évora - Escola de Ciências Sociais,8251,História e Arqueologia,20.0,14.0,110.0,6.0,2013,1,0.7,Universidade de Évora,Escola de Ciências Sociais,8251_0604
0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,8258,Arquitectura Paisagista,28.0,12.0,112.6,16.0,2013,1,0.42857142857142855,Universidade do Algarve,Faculdade de Ciências e Tecnologia,8258_0203
0602,Universidade de Évora - Escola de Ciências e Tecnologia,8258,Arquitectura Paisagista,24.0,6.0,113.0,18.0,2013,1,0.25,Universidade de Évora,Escola de Ciências e Tecnologia,8258_0602
0803,Universidade Técnica de Lisboa - Instituto Superior de Agronomia,8258,Arquitectura Paisagista,25.0,17.0,111.5,8.0,2013,1,0.68,Universidade Técnica de Lisboa,Instituto Superior de Agronomia,8258_0803
1103,Universidade do Porto - Faculdade de Ciências,8258,Arquitectura Paisagista,23.0,23.0,142.0,0.0,2013,1,1.0,Universidade do Porto,Faculdade de Ciências,8258_1103
1201,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,8258,Arquitectura Paisagista,26.0,25.0,107.0,1.0,2013,1,0.9615384615384616,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,8258_1201
0906,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,8259,Sistemas e Tecnologias de Informação,40.0,40.0,140.7,0.0,2013,1,1.0,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,8259_0906
0602,Universidade de Évora - Escola de Ciências e Tecnologia,8262,Biologia Humana,21.0,11.0,115.8,10.0,2013,1,0.5238095238095238,Universidade de Évora,Escola de Ciências e Tecnologia,8262_0602
3131,Instituto Politécnico do Porto - Escola Superior de Educação,8264,Artes Visuais e Tecnologias Artísticas,25.0,25.0,142.8,0.0,2013,1,1.0,Instituto Politécnico do Porto,Escola Superior de Educação,8264_3131
3112,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,8307,Artes Visuais e Tecnologias,59.0,59.0,128.0,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Educação de Lisboa,8307_3112
3045,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",8309,Design de Jogos Digitais,60.0,31.0,106.4,29.0,2013,1,0.5166666666666667,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",8309_3045
3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,8311,Engenharia e Desenvolvimento de Jogos Digitais,30.0,13.0,118.7,17.0,2013,1,0.43333333333333335,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,8311_3032
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,8316,Engenharia de Sistemas,35.0,35.0,126.0,0.0,2013,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,8316_3135
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,8323,Línguas Estrangeiras: Inglês e Espanhol,30.0,7.0,119.7,23.0,2013,1,0.23333333333333334,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,8323_3042
0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,8334,Engenharia de Micro e Nanotecnologias,55.0,48.0,122.2,7.0,2013,1,0.8727272727272727,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,8334_0903
3081,Universidade do Algarve - Escola Superior de Educação e Comunicação,8337,Imagem Animada,22.0,11.0,130.1,11.0,2013,1,0.5,Universidade do Algarve,Escola Superior de Educação e Comunicação,8337_3081
3091,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",8339,Comunicação Multimédia,50.0,16.0,116.5,34.0,2013,1,0.32,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",8339_3091
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,8341,Gestão de Actividades Turísticas (regime pós-laboral),40.0,11.0,101.5,29.0,2013,1,0.275,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,8341_3031
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,8342,Comunicação Organizacional (regime pós-laboral),22.0,22.0,109.0,0.0,2013,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,8342_3062
0702,Universidade de Lisboa - Faculdade de Direito,8358,Direito (regime pós-laboral),150.0,31.0,120.5,119.0,2013,1,0.20666666666666667,Universidade de Lisboa,Faculdade de Direito,8358_0702
0804,Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas,8363,Administração Pública e Políticas do Território (regime pós-laboral),88.0,5.0,100.5,83.0,2013,1,0.056818181818181816,Universidade Técnica de Lisboa,Instituto Superior de Ciências Sociais e Políticas,8363_0804
0804,Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas,8364,Relações Internacionais (regime pós-laboral),50.0,50.0,120.0,0.0,2013,1,1.0,Universidade Técnica de Lisboa,Instituto Superior de Ciências Sociais e Políticas,8364_0804
6800,ISCTE - Instituto Universitário de Lisboa,8365,Engenharia de Telecomunicações e Informática (regime pós-laboral),30.0,5.0,106.0,25.0,2013,1,0.16666666666666666,ISCTE,Instituto Universitário de Lisboa,8365_6800
6800,ISCTE - Instituto Universitário de Lisboa,8366,Informática e Gestão de Empresas (regime pós-laboral),30.0,29.0,105.0,1.0,2013,1,0.9666666666666667,ISCTE,Instituto Universitário de Lisboa,8366_6800
0508,Universidade de Coimbra - Faculdade de Ciências do Desporto e Educação Física,8368,Ciências do Desporto (regime pós-laboral),25.0,25.0,122.8,0.0,2013,1,1.0,Universidade de Coimbra,Faculdade de Ciências do Desporto e Educação Física,8368_0508
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,8374,Línguas para Relações Internacionais,36.0,15.0,118.4,21.0,2013,1,0.4166666666666667,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,8374_3042
0803,Universidade Técnica de Lisboa - Instituto Superior de Agronomia,8377,Engenharia Florestal e dos Recursos Naturais,20.0,2.0,115.5,18.0,2013,1,0.1,Universidade Técnica de Lisboa,Instituto Superior de Agronomia,8377_0803
0505,Universidade de Coimbra - Faculdade de Letras,8393,Português,27.0,19.0,112.5,8.0,2013,1,0.7037037037037037,Universidade de Coimbra,Faculdade de Letras,8393_0505
3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,8394,Relações Públicas e Secretariado,20.0,1.0,112.6,19.0,2013,1,0.05,Instituto Politécnico de Portalegre,Escola Superior de Tecnologia e Gestão,8394_3122
3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,8398,Segurança Informática em Redes de Computadores,23.0,1.0,109.8,22.0,2013,1,0.043478260869565216,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão de Felgueiras,8398_3138
3041,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,8401,Fitofarmácia e Plantas Aromáticas e Medicinais,25.0,1.0,130.9,24.0,2013,1,0.04,Instituto Politécnico de Bragança,Escola Superior Agrária de Bragança,8401_3041
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,8402,Gestão Pública (regime de ensino a distância),28.0,4.0,110.7,24.0,2013,1,0.14285714285714285,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,8402_3031
3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,8405,Gestão da Qualidade,24.0,17.0,102.2,7.0,2013,1,0.7083333333333334,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,8405_3012
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,8407,Engenharia da Computação Gráfica e Multimédia,26.0,6.0,137.7,20.0,2013,1,0.23076923076923078,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,8407_3163
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,8408,Química Medicinal,30.0,30.0,125.3,0.0,2013,1,1.0,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,8408_0501
1204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,8408,Química Medicinal,25.0,0.0,124.6,25.0,2013,1,0.0,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,8408_1204
3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,8409,Engenharia de Sistemas Informáticos,30.0,9.0,117.8,21.0,2013,1,0.3,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,8409_3032
0708,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,8411,Planeamento e Gestão do Território,45.0,38.0,114.2,7.0,2013,1,0.8444444444444444,Universidade de Lisboa,Instituto de Geografia e Ordenamento do Território,8411_0708
3151,Instituto Politécnico de Setúbal - Escola Superior de Educação,8412,Língua Gestual Portuguesa (regime pós-laboral),25.0,5.0,119.2,20.0,2013,1,0.2,Instituto Politécnico de Setúbal,Escola Superior de Educação,8412_3151
0704,Universidade de Lisboa - Faculdade de Letras,8413,Artes e Humanidades,56.0,56.0,114.5,0.0,2013,1,1.0,Universidade de Lisboa,Faculdade de Letras,8413_0704
5302,Universidade de Lisboa - Faculdade de Belas-Artes,8415,Desenho (regime pós-laboral),25.0,25.0,159.0,0.0,2013,1,1.0,Universidade de Lisboa,Faculdade de Belas-Artes,8415_5302
3145,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,8416,Treino Desportivo (regime pós-laboral),25.0,2.0,111.6,23.0,2013,1,0.08,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,8416_3145
3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,8417,Engenharia de Sistemas Informáticos (regime pós-laboral),25.0,4.0,129.8,21.0,2013,1,0.16,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,8417_3032
0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,8419,Agronomia (regime pós-laboral),20.0,1.0,134.8,19.0,2013,1,0.05,Universidade do Algarve,Faculdade de Ciências e Tecnologia,8419_0203
6800,ISCTE - Instituto Universitário de Lisboa,8422,Antropologia (regime pós-laboral),23.0,3.0,110.0,20.0,2013,1,0.13043478260869565,ISCTE,Instituto Universitário de Lisboa,8422_6800
0802,Universidade Técnica de Lisboa - Faculdade de Arquitectura,8434,Arquitectura (regime pós-laboral),31.0,7.0,117.8,24.0,2013,1,0.22580645161290322,Universidade Técnica de Lisboa,Faculdade de Arquitectura,8434_0802
3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,8437,Solicitadoria (regime de ensino a distância),20.0,3.0,121.0,17.0,2013,1,0.15,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,8437_3023
3113,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,8438,Relações Públicas e Comunicação Empresarial (regime pós-laboral),30.0,30.0,134.5,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,8438_3113
3113,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,8439,Publicidade e Marketing  (regime pós-laboral),30.0,30.0,137.0,0.0,2013,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,8439_3113
3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,8442,Gestão das Actividades Turísticas (regime pós-laboral),36.0,36.0,119.1,0.0,2013,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,8442_3134
3164,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,8444,Marketing e Comunicação Empresarial (regime pós-laboral),24.0,3.0,105.0,21.0,2013,1,0.125,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,8444_3164
3011,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,8449,Contabilidade (regime de ensino a distância),20.0,4.0,156.2,16.0,2013,1,0.2,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,8449_3011
0704,Universidade de Lisboa - Faculdade de Letras,8458,Estudos Gerais,55.0,55.0,122.0,0.0,2013,1,1.0,Universidade de Lisboa,Faculdade de Letras,8458_0704
3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,8463,Engenharia das Energias Renováveis,35.0,0.0,118.9,35.0,2013,1,0.0,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,8463_3053
3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão de Felgueiras,8468,Engenharia de Segurança do Trabalho,23.0,0.0,132.2,23.0,2013,1,0.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão de Felgueiras,8468_3138
3101,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,8476,Relações Humanas e Comunicação Organizacional (reg. de ensino a distância),28.0,0.0,118.1,28.0,2013,1,0.0,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,8476_3101
0201,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,8509,Património Cultural e Arqueologia,25.0,11.0,103.9,14.0,2013,1,0.44,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,8509_0201
3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,8514,Gestão de Eventos,27.0,9.0,125.2,18.0,2013,1,0.3333333333333333,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar de Peniche,8514_3105
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,8517,Tecnologia e Design de Mobiliário,40.0,4.0,118.1,36.0,2013,1,0.1,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,8517_3182
3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,8519,Secretariado de Direção e Administração,41.0,41.0,96.0,0.0,2013,1,1.0,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,8519_3063
0130,Universidade dos Açores - Ponta Delgada,8524,Protecção Civil e Gestão de Riscos,20.0,20.0,121.5,0.0,2013,1,1.0,Universidade dos Açores,Ponta Delgada,8524_0130
